player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,1,1,0,,0,0,3,0,0,,53.2,76.3,49.7,61.7,68.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,2,27,0,0,0,0,23,6,0,1,1,0,0,0,0,0,0,
Von Miller,6154,ED,DAL,1,0,0,,0,0,9,0,0,60.0,57.8,73.8,54.5,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,11,10,0,0,10,0,0,1,4,6,1,0,0,0,0,0,0,0,0,
Cameron Heyward,6183,DI,PIT,1,1,3,,0,0,25,0,0,,81.5,74.8,83.0,66.9,71.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,0,16,0,16,0,0,15,17,0,2,2,0,0,1,0,0,0,
Demario Davis,7079,LB,NYJ,1,1,0,33.3,0,0,22,0,0,64.9,65.5,75.0,54.5,63.8,80.4,0,0,0,0,8,0.0,0,1,0,42.4,1,0,0,48,0,37,50,0,0,0,0,0,0,50,3,10,2,2,6,0,3,0,0,8,8,8.0
Harrison Smith,7641,S,MIN,1,0,0,66.7,0,0,18,0,0,49.4,48.0,76.6,54.1,60.0,73.0,1,2,0,0,20,0.0,0,0,0,95.1,2,0,0,3,1,19,26,14,0,0,14,0,6,12,5,2,2,0,1,0,3,3,0,27,8,13.5
John Jenkins,7863,DI,BLT,1,0,0,,0,0,3,0,0,,49.5,73.2,55.0,53.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,13,13,2,11,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,
Tony Jefferson,8361,S,LAC,1,1,0,0.0,0,0,27,0,0,83.0,82.3,72.4,66.0,57.5,28.8,0,0,0,0,,33.3,1,1,0,39.6,0,0,0,17,0,14,39,0,0,0,0,0,21,39,1,24,1,1,1,0,1,0,0,0,0,
Jadeveon Clowney,8636,ED,HST,1,1,0,,0,0,13,0,0,,61.3,77.3,61.1,58.8,29.9,1,0,0,0,,50.0,1,0,0,0.0,0,1,0,0,0,0,20,20,0,0,20,0,0,0,15,5,0,1,0,0,0,2,0,0,0,
Khalil Mack,8640,ED,LAC,1,0,0,,0,0,27,0,0,,62.1,79.4,59.4,61.8,25.3,1,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,51,51,0,0,49,2,0,0,31,20,0,1,1,1,0,2,0,0,0,
DeMarcus Lawrence,8669,ED,SEA,1,0,0,,0,0,29,0,0,53.5,60.1,79.3,51.6,76.6,73.1,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,5,42,41,0,0,38,3,0,1,24,13,0,3,3,0,0,2,0,0,0,
Kyle Van Noy,8675,ED,MIN,1,0,0,,0,0,18,0,0,60.0,69.5,75.7,60.0,70.6,70.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,25,24,0,0,24,0,0,1,17,7,0,0,1,0,0,1,0,0,0,
Shelby Harris,8869,DI,NYG,1,0,0,,0,0,21,0,0,,34.5,75.8,52.6,35.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,26,26,2,21,0,3,0,0,16,10,0,0,0,0,0,0,0,0,0,
Dante Fowler Jr.,9436,ED,SEA,1,0,0,,0,0,29,0,0,74.4,49.8,74.4,52.1,42.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,2,16,15,0,0,15,0,0,1,8,6,0,0,0,0,0,0,0,0,0,
Leonard Williams,9439,DI,SEA,1,2,0,,0,0,29,0,0,62.7,72.6,78.3,55.4,75.3,29.6,0,2,0,0,,28.6,2,0,0,0.0,0,1,0,0,0,0,49,49,0,16,13,20,0,0,33,16,0,2,3,0,0,3,0,0,0,
Arik Armstead,9450,DI,JAX,1,1,0,,0,0,15,0,0,55.7,29.4,75.9,48.2,37.4,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,29,29,0,17,0,12,0,0,24,4,0,1,1,0,0,0,0,0,0,
Bud Dupree,9455,ED,LAC,1,1,0,,0,0,27,0,0,60.5,60.0,74.7,57.3,60.7,70.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,23,23,0,0,23,0,0,0,11,10,0,0,0,0,0,1,0,0,0,
Mario Edwards Jr.,9468,DI,HST,1,0,0,,0,0,13,0,0,,55.7,0.0,72.9,57.5,66.8,0,0,0,0,,,0,0,1,0.0,0,1,0,0,0,0,18,18,0,16,0,2,0,0,13,5,0,0,0,0,0,1,0,0,0,
Danielle Hunter,9521,ED,HST,1,1,1,,0,0,13,0,0,,79.3,80.9,73.9,68.7,69.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,0,0,44,0,0,0,28,16,0,0,0,0,0,2,0,0,0,
Za'Darius Smith,9555,ED,ATL,1,0,0,0.0,0,0,2,0,0,60.0,83.9,76.0,65.1,64.8,73.0,0,0,0,0,,0.0,0,0,0,39.6,0,2,0,0,0,1,16,16,0,0,16,0,0,0,14,1,0,3,1,1,1,2,0,0,0,
Grady Jarrett,9570,DI,CHI,1,1,0,,0,0,6,0,0,59.5,65.0,77.1,62.2,65.2,37.3,1,3,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,1,44,44,2,31,0,11,0,0,29,14,0,2,2,0,0,4,0,0,0,
Rakeem Nunez-Roches,9650,DI,TB,1,0,0,,0,0,30,0,0,,59.5,74.4,55.6,60.8,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,1,13,1,1,0,0,5,11,0,0,2,0,0,0,0,0,0,
Alex Singleton,9994,LB,DEN,1,9,0,71.4,0,0,10,0,0,40.9,47.4,0.0,68.7,64.6,35.5,0,3,0,0,25,21.1,4,0,1,137.5,5,0,0,65,0,30,68,1,0,0,1,0,0,67,3,35,2,1,6,0,7,3,1,61,66,12.2
Jalen Ramsey,10639,S,PIT,1,1,0,33.3,0,1,25,0,0,69.5,66.6,75.9,59.0,58.3,47.7,0,0,0,0,7,20.0,1,1,0,42.4,1,0,0,18,0,27,60,4,0,0,4,0,20,56,1,32,18,0,3,0,3,0,0,7,12,7.0
DeForest Buckner,10641,DI,IND,1,0,0,,0,0,14,1,0,,61.1,78.1,90.2,32.2,29.7,0,5,0,0,,50.0,1,0,0,0.0,0,1,0,1,0,0,51,50,3,34,4,9,0,1,28,23,0,2,1,0,0,6,0,0,0,
Sheldon Rankins,10646,DI,HST,1,4,0,,0,0,13,0,0,60.9,75.8,77.3,65.8,65.3,70.9,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,40,39,0,19,1,19,0,1,26,14,0,0,0,0,0,3,0,0,0,
Kenny Clark,10661,DI,DAL,1,0,0,,0,0,9,0,0,,56.5,78.4,57.9,55.8,69.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,50,50,14,23,0,13,0,0,26,24,0,1,2,0,0,1,0,0,0,
Chris Jones,10671,DI,KC,1,0,0,,0,0,16,1,0,,74.0,76.5,74.0,58.1,66.8,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,2,13,8,3,0,0,22,4,0,1,1,0,0,3,0,0,0,
A'Shawn Robinson,10680,DI,TB,1,1,0,,0,0,30,0,0,61.7,78.3,76.4,58.6,73.7,44.8,1,0,0,0,,14.3,1,0,0,0.0,0,0,0,0,0,0,32,32,0,26,1,5,0,0,14,18,0,5,5,0,0,1,0,0,0,
Jarran Reed,10683,DI,SEA,1,0,0,,0,0,29,0,0,,53.5,76.7,57.6,53.1,67.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,1,29,0,4,0,0,19,15,0,0,1,0,0,1,0,0,0,
Kevin Byard,10698,S,NE,1,3,0,100.0,0,0,19,0,0,56.8,59.9,74.4,70.2,61.4,82.7,0,0,0,0,13,0.0,0,0,0,118.8,1,0,0,13,0,26,50,2,0,0,2,0,32,48,2,22,3,0,2,0,1,0,0,13,1,13.0
Maliek Collins,10701,DI,CLV,1,0,0,,0,0,8,0,0,,43.9,75.9,66.5,38.2,21.9,1,1,0,0,,100.0,2,0,0,0.0,0,0,0,0,0,0,22,22,0,18,0,4,0,0,11,11,0,0,0,0,0,2,0,0,0,
Jonathan Bullard,10706,DI,DAL,1,0,0,,0,0,9,0,0,,33.8,76.3,59.0,31.1,69.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,8,6,15,0,0,11,18,0,0,1,0,0,1,0,0,0,
Javon Hargrave,10723,DI,GB,1,0,0,,0,0,12,0,0,,61.4,75.6,51.1,69.2,67.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,2,20,0,8,0,0,20,10,0,1,1,0,0,0,0,0,0,
Eric Murray,10740,S,JAX,1,0,0,100.0,0,0,15,0,0,50.3,46.7,76.8,60.0,56.5,24.6,0,0,0,0,11,66.7,2,0,0,112.5,1,0,0,4,0,22,33,0,0,0,0,0,27,33,1,10,2,0,1,0,1,0,0,11,12,11.0
Miles Killebrew,10745,S,TB,1,0,0,,0,0,30,0,0,,60.0,70.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,
David Onyemata,10754,DI,NYJ,1,0,0,,0,0,22,0,0,,61.0,76.8,69.3,45.7,,1,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,35,35,0,32,0,3,0,0,28,7,0,0,0,0,0,3,0,0,0,
DJ Reader,10800,DI,NYG,1,1,0,,0,0,21,0,0,,73.1,76.3,58.9,74.5,68.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,13,14,0,0,0,0,17,10,0,0,1,0,0,0,0,0,0,
Myles Garrett,11756,ED,LA,1,0,0,,0,0,26,0,0,,64.7,76.8,73.7,43.2,,0,3,0,0,,,0,0,0,0.0,0,0,0,0,0,0,40,40,0,0,39,1,0,0,28,12,0,0,0,0,0,3,0,0,0,
Solomon Thomas,11758,DI,TEN,1,1,0,,0,0,31,0,0,,60.9,74.4,66.2,57.5,67.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,16,0,4,0,0,4,16,0,0,0,0,0,1,0,0,0,
Derek Barnett,11769,ED,CLV,1,0,0,,0,0,8,0,0,60.0,76.3,77.8,67.8,69.8,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,1,17,17,0,0,17,0,0,0,8,8,0,0,0,0,0,2,0,0,0,
Malik Hooker,11770,S,DAL,1,0,0,100.0,0,0,9,0,0,47.7,45.1,68.7,,60.0,75.2,0,0,0,0,13,0.0,0,0,0,118.8,1,0,0,1,0,6,12,0,0,0,0,0,11,12,0,6,0,0,1,0,1,0,0,13,4,13.0
Marlon Humphrey,11771,CB,BLT,1,1,0,75.0,0,1,3,1,0,92.8,91.0,78.1,57.7,29.5,79.1,0,0,0,0,14,0.0,0,1,0,94.8,3,0,0,1,45,32,48,2,0,0,2,0,0,46,1,15,0,1,4,0,4,0,0,29,1,9.7
Jonathan Allen,11772,DI,CIN,1,2,0,,0,0,7,0,0,60.0,39.6,0.0,57.5,58.6,38.2,0,1,0,0,,25.0,1,0,2,0.0,0,1,0,0,0,0,32,32,0,24,0,8,0,0,24,8,0,2,1,0,0,2,0,0,0,
T.J. Watt,11785,ED,PIT,1,0,0,,0,0,25,0,0,,92.3,78.9,90.8,81.4,73.9,0,2,1,1,,0.0,0,0,0,0.0,0,2,0,0,0,0,38,38,0,0,38,0,0,0,22,16,0,4,2,1,0,4,0,0,0,
Budda Baker,11791,S,ARZ,1,0,0,100.0,0,0,1,0,0,59.7,64.1,77.4,71.9,64.5,83.6,0,0,0,0,18,0.0,0,0,0,118.8,2,1,0,18,0,36,55,2,0,0,2,0,26,53,3,16,9,2,4,0,2,1,0,29,0,14.5
Dalvin Tomlinson,11810,DI,LAC,1,2,0,,0,0,27,0,0,,64.2,77.0,52.0,68.0,29.9,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,40,40,1,36,0,3,0,0,18,22,0,1,1,0,0,0,0,0,0,
Chidobe Awuzie,11815,CB,BLT,1,0,0,,0,0,3,0,0,61.6,63.0,70.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,6,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Alex Anzalone,11831,LB,TB,1,3,0,100.0,0,0,30,0,0,39.0,32.3,77.3,68.3,36.0,38.3,0,0,0,0,14,20.0,2,0,0,93.3,5,0,0,49,1,34,64,7,0,0,7,0,0,57,4,26,7,1,5,0,5,0,0,32,32,6.4
Jourdan Lewis,11846,CB,JAX,1,0,0,100.0,0,0,15,0,0,47.4,55.7,74.1,54.7,82.6,77.4,0,0,0,0,25,0.0,0,0,0,118.8,2,0,0,2,0,19,28,1,0,0,1,0,0,27,2,7,25,1,3,0,2,0,0,37,10,18.5
Rasul Douglas,11854,CB,WAS,1,0,0,25.0,0,0,32,0,0,58.6,58.9,74.1,,60.0,72.5,0,0,0,0,31,0.0,0,1,0,59.4,1,0,0,0,16,16,17,0,0,0,0,0,0,17,0,1,1,0,1,0,4,0,0,31,0,31.0
Trey Hendrickson,11858,ED,BLT,1,0,0,100.0,0,0,3,0,0,63.4,70.0,78.3,65.5,64.8,70.5,0,4,0,0,6,0.0,0,0,0,91.7,1,0,0,0,0,4,40,40,0,2,38,0,0,0,26,10,0,0,1,0,1,4,0,6,3,6.0
Rayshawn Jenkins,11868,S,PIT,1,0,0,100.0,0,0,25,0,0,37.7,35.0,73.8,,63.5,31.0,0,0,0,0,23,0.0,0,0,0,158.3,1,0,0,4,0,21,31,0,0,0,0,0,26,31,0,10,1,0,2,0,1,0,1,23,27,23.0
Samson Ebukam,11880,ED,ATL,1,1,0,100.0,0,0,2,0,0,47.5,51.2,77.1,57.6,55.4,70.5,1,2,0,0,9,0.0,0,0,0,104.2,1,0,0,1,0,6,39,38,0,0,38,0,0,1,26,7,0,0,0,0,1,3,0,9,0,9.0
Grover Stewart,11899,DI,IND,1,0,0,,0,0,14,0,0,59.7,32.9,77.2,62.0,31.5,68.6,0,1,0,0,,,0,0,0,0.0,0,1,0,0,0,1,43,43,30,13,0,0,0,0,16,26,0,0,0,0,0,2,0,0,0,
Davon Godchaux,11934,DI,NO,1,2,0,,0,0,20,0,0,,34.0,77.8,54.7,36.6,29.8,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,36,36,14,22,0,0,0,0,10,26,0,0,1,0,0,0,0,0,0,
Chuck Clark,11941,S,DET,1,0,0,50.0,0,0,11,0,0,62.2,66.4,76.5,59.7,67.6,81.7,1,0,0,1,16,0.0,0,0,0,37.5,1,0,0,7,0,25,41,1,0,0,1,0,31,40,1,15,2,1,3,0,2,1,0,16,11,16.0
Al-Quadin Muhammad,11951,ED,TB,1,1,0,,0,0,30,0,0,60.7,82.5,77.0,81.5,66.5,72.0,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,26,26,0,0,24,2,0,0,12,12,0,1,1,0,0,2,0,0,0,
D.J. Jones,11953,DI,DEN,1,0,0,,0,0,10,0,0,,27.9,77.9,52.9,27.6,19.0,0,0,0,0,,100.0,2,0,0,0.0,0,0,0,0,0,0,39,39,21,18,0,0,0,0,15,24,0,0,0,0,0,0,0,0,0,
Adam Butler,12214,DI,LV,1,1,0,,0,0,23,0,0,,53.4,74.5,59.8,52.4,69.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,21,21,0,12,1,8,0,0,12,9,0,0,0,0,0,0,0,0,0,
Nathan Shepherd,24614,DI,NO,1,0,0,,0,0,20,0,0,,30.5,78.6,53.9,29.6,26.7,1,1,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,0,55,55,3,41,5,6,0,0,30,25,0,2,3,0,0,2,0,0,0,
Foyesade Oluokun,24904,LB,JAX,1,0,0,100.0,0,0,15,0,0,91.7,82.7,73.5,56.6,29.1,77.8,0,0,0,1,9,0.0,0,0,0,58.3,2,0,0,29,0,22,34,1,0,0,1,0,0,33,2,10,4,2,4,0,2,0,0,15,16,7.5
Anfernee Jennings,25449,ED,NO,1,1,0,,0,0,20,0,0,61.9,67.0,74.9,55.4,68.3,74.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,18,16,0,0,16,0,0,2,5,9,2,1,1,0,0,0,0,0,0,
Clelin Ferrell,25955,ED,MIA,1,0,0,,0,0,17,0,0,,69.9,74.6,66.8,63.4,69.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,3,8,0,0,1,0,0,0,0,0,0,
Dexter Lawrence,25991,DI,CIN,1,0,0,,0,0,7,0,0,,77.6,78.1,71.1,69.6,22.5,1,2,0,0,,100.0,2,0,0,0.0,0,0,0,0,0,0,35,35,22,11,0,2,0,0,25,10,0,0,0,0,0,3,0,0,0,
Maxx Crosby,26316,ED,LV,1,0,0,,0,0,23,0,0,,90.5,80.7,88.9,69.6,38.5,1,5,0,0,,100.0,2,0,0,0.0,0,2,0,0,0,0,45,45,0,0,44,1,0,0,33,12,0,1,0,0,0,8,0,0,0,
Jeremiah Moon,26453,ED,CAR,1,0,0,,0,0,5,0,0,,40.9,73.8,54.0,45.3,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,0,2,13,0,0,0,6,9,0,0,1,0,0,0,0,0,0,
D.J. Reed,26940,CB,DET,1,1,0,50.0,1,0,11,0,0,63.7,66.6,80.0,,76.2,82.1,0,0,0,0,47,0.0,0,1,1,95.8,4,0,0,2,83,66,89,4,0,0,4,0,0,85,0,23,0,2,9,0,8,0,0,115,8,28.8
Isaiah Rodgers,27069,CB,MIN,1,0,0,60.0,0,0,18,0,0,72.4,71.1,78.6,55.8,63.3,77.1,0,0,0,0,8,0.0,0,0,0,105.0,3,0,0,4,58,44,68,4,0,0,4,0,0,64,2,22,2,2,3,0,5,0,1,16,1,5.3
Montez Sweat,27271,ED,CHI,1,1,0,,0,0,6,0,0,60.0,45.0,0.4,59.5,44.7,71.4,0,4,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,1,43,43,0,0,41,2,0,0,28,14,0,1,0,0,0,5,0,0,0,
Devin Bush,27375,LB,CHI,1,3,0,50.0,0,0,6,1,0,69.2,56.4,76.6,50.3,42.0,50.4,1,1,0,0,3,14.3,1,0,0,56.3,1,0,0,49,1,36,65,5,0,0,5,0,0,60,9,20,10,0,3,0,2,2,0,3,3,3.0
Joshua Uche,27379,ED,MIA,1,4,0,,0,0,17,0,0,65.3,56.2,76.2,60.5,48.1,74.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,4,29,28,0,0,24,4,0,1,16,9,0,0,1,0,0,1,0,0,0,
DaVon Hamilton,28072,DI,JAX,1,0,0,,0,0,15,0,0,,67.4,74.9,55.0,68.1,28.4,1,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,19,19,2,17,0,0,0,0,7,12,0,2,2,0,0,1,0,0,0,
Dre'Mont Jones,28075,ED,NE,1,1,0,,0,0,19,0,0,60.0,80.7,77.5,80.6,63.9,73.6,3,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,42,42,0,4,38,0,0,0,23,18,0,1,1,0,0,6,0,0,0,
Neville Gallimore,28094,DI,CHI,1,1,0,,0,0,6,0,0,59.5,40.0,75.9,52.9,43.6,68.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,29,29,8,19,0,2,0,0,17,11,0,0,0,0,0,1,0,0,0,
Troy Dye,28251,LB,LAC,1,1,0,100.0,0,0,27,0,0,64.1,73.1,72.8,77.5,60.9,79.9,0,0,0,0,9,0.0,0,0,0,93.8,2,1,0,13,0,5,15,0,0,0,0,0,0,15,0,10,2,2,3,0,2,1,0,13,7,6.5
Jack Jones,29050,CB,SF,1,0,0,25.0,0,0,28,0,0,70.7,70.6,70.9,,60.0,,0,0,0,0,5,,0,1,0,39.6,1,0,0,0,8,7,8,0,0,0,0,0,0,8,0,1,0,0,0,0,4,0,0,5,6,5.0
Andrew Van Ginkel,30267,ED,MIN,1,0,0,50.0,0,1,18,1,0,40.8,73.6,79.1,90.1,66.1,73.6,1,1,0,0,42,0.0,0,0,0,95.8,2,2,0,0,0,15,55,49,0,0,49,0,0,6,21,19,6,3,1,0,4,4,0,55,22,27.5
T.J. Edwards,30737,LB,CHI,1,1,0,100.0,0,0,6,0,0,36.1,32.2,75.2,49.8,48.3,22.3,0,0,0,0,29,80.0,4,0,0,153.1,4,0,0,67,0,37,68,1,0,0,1,0,0,67,9,22,0,0,0,0,4,0,1,45,36,11.3
Mike Hughes,34057,CB,ATL,1,1,0,57.1,0,0,2,0,0,58.7,57.9,77.3,,54.2,41.2,0,0,0,0,28,40.0,2,0,0,75.9,4,0,0,8,59,46,67,0,0,0,0,0,0,67,0,21,0,1,2,0,7,0,0,44,15,11.0
Zayne Anderson,34622,S,MIA,1,0,0,33.3,0,0,17,0,0,74.3,80.1,74.7,54.3,73.7,48.8,0,0,0,0,-2,20.0,1,1,0,42.4,1,0,0,27,0,22,53,1,0,0,1,0,21,52,2,29,4,1,4,1,3,0,0,-2,0,-2.0
Zack Baun,34632,LB,PHI,1,1,0,50.0,0,0,24,0,0,92.3,90.6,75.8,76.0,53.0,82.9,0,0,0,0,3,0.0,0,2,0,56.3,3,0,0,59,0,35,70,0,0,0,0,0,1,70,6,29,10,7,11,1,6,0,0,-2,15,-0.7
Akeem Davis-Gaither,34788,LB,IND,1,3,0,100.0,0,0,14,0,0,42.0,62.3,76.0,67.7,75.2,70.0,0,1,0,0,19,10.0,1,0,0,118.8,2,0,0,60,0,26,64,3,0,0,3,0,0,61,3,35,1,2,6,0,2,1,0,36,24,18.0
Jamel Dean,34918,CB,PIT,1,1,0,100.0,0,1,25,0,0,64.8,78.6,78.0,,92.2,79.6,0,0,0,0,19,0.0,0,0,0,118.8,2,0,0,1,58,28,59,0,0,0,0,0,0,59,0,31,0,2,5,1,2,0,0,27,6,13.5
Trevis Gipson,35241,ED,CAR,1,0,0,100.0,0,0,5,0,0,47.1,57.1,0.0,61.6,70.6,35.4,0,1,0,0,12,33.3,1,0,1,116.7,1,0,0,1,0,5,45,42,0,1,40,1,0,3,17,23,2,1,2,1,1,1,0,12,3,12.0
Blake Cashman,35413,LB,MIN,1,2,1,50.0,0,0,18,0,0,59.9,83.9,79.8,91.9,62.1,80.7,1,4,0,0,7,0.0,0,0,0,58.3,1,1,0,55,0,26,65,9,0,0,9,0,0,56,18,21,1,3,4,1,2,6,0,7,2,7.0
Shy Tuttle,37279,DI,WAS,1,0,0,,0,0,32,0,0,,40.9,74.3,54.4,44.7,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,1,15,0,0,0,0,9,7,0,1,1,0,0,0,0,0,0,
Camryn Bynum,38408,S,IND,1,0,0,66.7,0,0,14,0,0,57.6,55.6,76.9,54.2,56.7,84.6,0,0,0,0,13,0.0,0,0,0,88.2,2,0,0,22,2,30,68,3,0,0,3,0,35,65,3,35,6,1,7,0,3,0,0,22,8,11.0
Foley Fatukasi,38558,DI,LV,1,1,1,,0,0,23,0,0,,82.4,75.2,78.0,68.9,71.6,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,18,18,9,8,0,1,0,0,10,8,0,2,2,0,0,1,0,0,0,
Eric Wilson,38587,LB,MIN,1,1,0,50.0,0,0,18,0,0,27.3,29.6,78.9,62.4,51.7,25.4,1,0,0,0,16,33.3,2,0,0,63.2,3,0,0,36,0,23,67,31,0,0,31,0,0,36,22,22,0,2,3,0,6,1,0,28,10,9.3
L'Jarius Sneed,40588,CB,KC,1,3,0,100.0,0,0,16,0,0,74.8,69.5,0.0,63.7,65.0,63.5,0,1,0,0,11,9.1,1,0,1,90.1,8,0,0,6,2,30,46,5,0,0,5,0,0,41,4,12,33,4,7,0,8,1,0,45,53,5.6
Alohi Gilman,41662,S,KC,1,0,0,50.0,0,0,16,0,0,58.0,64.2,76.5,67.1,69.6,78.2,0,1,0,0,13,0.0,0,0,0,70.8,1,0,0,13,0,34,51,1,0,0,1,0,33,50,1,16,4,0,2,0,2,1,0,13,1,13.0
Ed Oliver,42200,DI,BUF,1,4,0,,0,0,4,1,0,60.0,54.9,78.5,61.2,48.8,40.9,1,1,0,0,,16.7,1,0,0,0.0,0,0,0,2,0,0,65,63,1,33,3,26,0,2,44,21,0,0,1,0,0,2,0,0,0,
Divine Deablo,42208,LB,ATL,1,3,0,83.3,0,0,2,1,0,58.7,58.1,84.8,70.8,52.4,53.8,0,1,0,0,21,12.5,1,0,0,118.8,5,0,0,53,1,45,68,1,0,0,1,0,0,67,2,21,12,2,4,1,6,1,0,78,34,15.6
Antoine Winfield Jr.,42475,S,TB,1,1,0,100.0,0,0,30,0,0,62.8,66.8,77.1,55.1,70.6,85.1,0,0,0,0,24,0.0,0,0,0,118.8,2,0,0,20,0,35,62,3,0,0,3,0,32,59,3,24,7,0,6,0,2,0,0,31,7,15.5
Justin Strnad,42659,LB,DEN,1,1,0,0.0,0,0,10,0,0,69.6,44.0,74.9,55.0,33.6,25.5,0,0,0,0,,50.0,3,0,0,39.6,0,0,0,54,0,21,55,0,0,0,0,0,0,55,3,31,1,2,2,0,1,0,0,0,0,
Chauncey Golston,42718,ED,NYG,1,1,0,,0,0,21,0,0,60.0,69.9,76.0,67.2,64.5,40.3,1,3,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,1,28,28,0,12,4,12,0,0,20,7,0,0,2,0,0,4,0,0,0,
Nick Bosa,42741,ED,SF,1,0,0,,0,0,28,0,0,,86.2,79.5,65.8,87.4,74.3,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,36,36,0,0,35,1,0,0,20,16,0,4,4,2,0,1,0,0,0,
Osa Odighizuwa,42754,DI,SF,1,1,0,,0,0,28,0,0,,59.9,77.0,74.3,44.6,68.7,3,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,36,36,0,25,4,7,0,0,21,15,0,1,1,0,0,5,0,0,0,
Kristian Fulton,42894,CB,KC,1,0,0,66.7,0,0,16,0,0,71.3,70.8,77.4,60.0,62.4,72.5,0,0,0,0,6,0.0,0,0,0,72.9,2,0,0,2,41,32,47,3,0,0,3,0,0,44,1,14,1,1,1,0,3,0,0,11,4,5.5
Rashan Gary,42905,ED,DAL,1,1,0,,0,0,9,0,0,60.9,51.1,78.0,57.7,47.4,72.0,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,41,40,0,0,38,2,0,1,20,19,1,1,1,0,0,2,0,0,0,
Khalid Kareem,42993,ED,SF,1,1,0,,0,0,28,0,0,,60.9,77.2,66.4,55.0,72.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,0,3,16,0,0,0,9,10,0,1,2,0,0,1,0,0,0,
